"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","DATASOURCE (CODE)","DATASOURCE (DISPLAY)","DATASOURCE (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","RESIDENCEAREATYPE (CODE)","RESIDENCEAREATYPE (DISPLAY)","RESIDENCEAREATYPE (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMRT2014","source","","PUBLISHED","Published","","2014","2014","","AFR","Africa","","MRT","Mauritania","","URB","Urban","","6.92","6.92000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMUS2006","source","","PUBLISHED","Published","","2006","2006","","AFR","Africa","","MUS","Mauritius","","RUR","Rural","","5.71","5.71000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMUS2006","source","","PUBLISHED","Published","","2006","2006","","AFR","Africa","","MUS","Mauritius","","TOTL","Total","","1.22","1.22000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMUS2012","source","","PUBLISHED","Published","","2012","2012","","AFR","Africa","","MUS","Mauritius","","TOTL","Total","","8.85","8.85000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMWI1997","source","","PUBLISHED","Published","","1997","1997","","AFR","Africa","","MWI","Malawi","","RUR","Rural","","1.02","1.02000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMWI2004","source","","PUBLISHED","Published","","2004","2004","","AFR","Africa","","MWI","Malawi","","TOTL","Total","","2.34","2.34000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMWI2004","source","","PUBLISHED","Published","","2004","2004","","AFR","Africa","","MWI","Malawi","","URB","Urban","","3.30","3.30000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMWI2010","source","","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MWI","Malawi","","RUR","Rural","","3.33","3.33000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMWI2016","source","","PUBLISHED","Published","","2016","2016","","AFR","Africa","","MWI","Malawi","","TOTL","Total","","4.21","4.21000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMYS2004","source","","PUBLISHED","Published","","2004","2004","","WPR","Western Pacific","","MYS","Malaysia","","RUR","Rural","","0.03","0.03000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPNAM2009","source","","PUBLISHED","Published","","2009","2009","","AFR","Africa","","NAM","Namibia","","TOTL","Total","","0.21","0.21000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPNAM2009","source","","PUBLISHED","Published","","2009","2009","","AFR","Africa","","NAM","Namibia","","URB","Urban","","0.35","0.35000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPNER2005","source","","PUBLISHED","Published","","2005","2005","","AFR","Africa","","NER","Niger","","URB","Urban","","6.53","6.53000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPNER2005","source","","PUBLISHED","Published","","2005","2005","","AFR","Africa","","NER","Niger","","RUR","Rural","","0.05","0.05000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPNER2007","source","","PUBLISHED","Published","","2007","2007","","AFR","Africa","","NER","Niger","","RUR","Rural","","3.24","3.24000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPNER2007","source","","PUBLISHED","Published","","2007","2007","","AFR","Africa","","NER","Niger","","TOTL","Total","","0.63","0.63000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPNER2011","source","","PUBLISHED","Published","","2011","2011","","AFR","Africa","","NER","Niger","","TOTL","Total","","6.63","6.63000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPNER2011","source","","PUBLISHED","Published","","2011","2011","","AFR","Africa","","NER","Niger","","URB","Urban","","12.03","12.03000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPNGA2003","source","","PUBLISHED","Published","","2003","2003","","AFR","Africa","","NGA","Nigeria","","RUR","Rural","","14.98","14.98000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPNGA2010","source","","PUBLISHED","Published","","2010","2010","","AFR","Africa","","NGA","Nigeria","","TOTL","Total","","14.93","14.93000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPNIC1993","source","","PUBLISHED","Published","","1993","1993","","AMR","Americas","","NIC","Nicaragua","","TOTL","Total","","2.20","2.20000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPNIC1993","source","","PUBLISHED","Published","","1993","1993","","AMR","Americas","","NIC","Nicaragua","","URB","Urban","","2.39","2.39000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPNIC1998","source","","PUBLISHED","Published","","1998","1998","","AMR","Americas","","NIC","Nicaragua","","RUR","Rural","","2.20","2.20000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPNIC2001","source","","PUBLISHED","Published","","2001","2001","","AMR","Americas","","NIC","Nicaragua","","TOTL","Total","","3.23","3.23000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPNIC2001","source","","PUBLISHED","Published","","2001","2001","","AMR","Americas","","NIC","Nicaragua","","URB","Urban","","3.05","3.05000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPNIC2009","source","","PUBLISHED","Published","","2009","2009","","AMR","Americas","","NIC","Nicaragua","","URB","Urban","","14.10","14.10000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPNIC2009","source","","PUBLISHED","Published","","2009","2009","","AMR","Americas","","NIC","Nicaragua","","RUR","Rural","","3.28","3.28000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPNIC2014","source","","PUBLISHED","Published","","2014","2014","","AMR","Americas","","NIC","Nicaragua","","RUR","Rural","","16.58","16.58000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPNIC2014","source","","PUBLISHED","Published","","2014","2014","","AMR","Americas","","NIC","Nicaragua","","TOTL","Total","","3.04","3.04000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPNOR1996","source","","PUBLISHED","Published","","1996","1996","","EUR","Europe","","NOR","Norway","","TOTL","Total","","4.85","4.85000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPNPL2003","source","","PUBLISHED","Published","","2003","2003","","SEAR","South-East Asia","","NPL","Nepal","","RUR","Rural","","10.36","10.36000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPNPL2003","source","","PUBLISHED","Published","","2003","2003","","SEAR","South-East Asia","","NPL","Nepal","","TOTL","Total","","0.80","0.80000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPNPL2010","source","","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","NPL","Nepal","","TOTL","Total","","27.41","27.41000","","","","",""
